Class,a3,a23,a35,a46_ ,a47_Blockwell say NOTSAFU
False,2.38,0.0,0.0,False,False
False,311.9,0.0,0.0,False,False
False,77.02,0.0,0.0,False,False
False,78.88,0.0,0.0,False,False
False,374458.65,41.0,0.0,False,False
False,61.55,0.0,0.0,False,False
False,429407.2,2.0,71.642095,False,False
False,1483.4,0.0,0.0,False,False
False,319.67,0.0,0.0,False,False
False,994620.28,18.0,0.0,False,False
False,940588.23,149.0,0.0,False,False
False,791776.7,0.0,0.0,False,False
False,319.4,0.0,0.0,False,False
False,6221.2,0.0,0.0,False,False
False,8.92,0.0,0.0,False,False
False,532800.37,104.0,0.0,False,False
False,16188.07,0.0,0.0,False,False
False,96717.38,0.0,0.0,False,False
False,15392.6,3.0,2.85522,False,False
False,64.17,0.0,0.0,False,False
False,65.82,0.0,0.0,False,False
False,649236.18,0.0,0.0,False,False
False,219135.02,0.0,0.0,False,False
False,318.18,0.0,0.0,False,False
False,327.67,0.0,0.0,False,False
False,5.7,0.0,0.0,False,False
False,234671.05,20.0,0.0,False,False
False,983405.0,259.0,0.0,False,False
False,107.1,0.0,0.0,False,False
False,972841.62,125.0,0.0,False,False
False,300586.47,8.0,0.0,False,False
False,551017.42,0.0,0.0,False,False
False,0.95,0.0,0.0,False,False
False,1188813.58,129.0,0.0,False,False
False,537.6,0.0,0.0,False,False
False,64.95,0.0,0.0,False,False
False,966339.17,8.0,2.532966,False,False
False,325.1,0.0,0.0,False,False
False,283366.45,31.0,0.0,False,False
False,323.77,0.0,0.0,False,False
False,10.32,0.0,0.0,False,False
False,742071.85,0.0,0.0,False,False
False,20152.48,0.0,0.0,False,False
False,320.73,0.0,0.0,False,False
False,1.45,0.0,0.0,False,False
False,324.53,0.0,0.0,False,False
False,327560.25,2.0,780.0,False,False
False,9254.08,0.0,0.0,False,False
False,472021.93,0.0,0.0,False,False
False,74.07,0.0,0.0,False,False
False,689344.58,105.0,0.0,False,False
False,108690.98,0.0,0.0,False,False
False,337061.2,0.0,0.0,False,False
False,1.87,0.0,0.0,False,False
False,324.83,0.0,0.0,False,False
False,6.9,0.0,0.0,False,False
False,433728.72,0.0,0.0,False,False
False,62.82,0.0,0.0,False,False
False,326.42,0.0,0.0,False,False
False,57.37,0.0,0.0,False,False
False,231351.3,0.0,0.0,False,False
False,580552.5,246.0,0.0,False,False
False,321.5,0.0,0.0,False,False
False,799304.32,35.0,0.0,False,False
False,1129796.05,0.0,0.0,False,False
False,324.53,0.0,0.0,False,False
False,2.6,0.0,0.0,False,False
False,768735.67,59.0,0.0,False,False
False,312335.48,0.0,0.0,False,False
False,2726.18,0.0,0.0,False,False
False,183811.1,13.0,0.638207,False,False
False,585169.25,0.0,0.0,False,False
False,394939.43,10.0,0.0,False,False
False,231653.52,0.0,0.0,False,False
False,320.67,0.0,0.0,False,False
False,317.32,0.0,0.0,False,False
False,75.58,0.0,0.0,False,False
False,13.22,0.0,0.0,False,False
False,337204.62,25.0,0.0,False,False
False,329.4,0.0,0.0,False,False
False,88328.12,0.0,0.0,False,False
False,8284.53,0.0,0.0,False,False
False,14.87,0.0,0.0,False,False
False,141381.47,0.0,0.0,False,False
False,321.5,0.0,0.0,False,False
False,1490477.42,3.0,0.01,False,False
False,535.1,0.0,0.0,False,False
False,9.17,0.0,0.0,False,False
False,324.53,0.0,0.0,False,False
False,498178.37,56.0,0.0,False,False
False,100.23,0.0,0.0,False,False
False,5.7,0.0,0.0,False,False
False,323.73,0.0,0.0,False,False
False,318.85,0.0,0.0,False,False
False,947181.8,0.0,0.0,False,False
False,747755.98,77.0,0.0,False,False
False,289342.82,0.0,0.0,False,False
False,52946.35,0.0,0.0,False,False
False,93523.65,17.0,0.01,False,False
False,150220.47,15.0,0.0,False,False
False,304.38,0.0,0.0,False,False
False,41856.87,0.0,0.0,False,False
False,65.03,0.0,0.0,False,False
False,21.3,0.0,0.0,False,False
False,20885.98,4.0,2500.0,False,False
False,320290.55,14.0,0.0,False,False
False,321.17,0.0,0.0,False,False
False,329.43,0.0,0.0,False,False
False,322.9,0.0,0.0,False,False
False,414951.87,34.0,0.0,False,False
False,8.47,0.0,0.0,False,False
False,103.88,0.0,0.0,False,False
False,51.4,0.0,0.0,False,False
False,302305.82,0.0,0.0,False,False
False,59305.53,12.0,0.012432,False,False
False,15.58,0.0,0.0,False,False
False,52.18,0.0,0.0,False,False
False,64.08,0.0,0.0,False,False
False,55.58,0.0,0.0,False,False
False,649289.5,0.0,0.0,False,False
False,543061.65,10.0,0.0,False,False
False,1084594.63,205.0,0.0,False,False
False,44.3,0.0,0.0,False,False
False,324.83,0.0,0.0,False,False
False,110.12,0.0,0.0,False,False
False,100.33,0.0,0.0,False,False
False,322.48,0.0,0.0,False,False
False,10.85,0.0,0.0,False,False
False,1093058.47,121.0,0.0,False,False
False,514700.83,0.0,0.0,False,False
False,2.35,0.0,0.0,False,False
False,349998.67,23.0,0.0,False,False
False,174618.15,0.0,0.0,False,False
False,316968.72,11.0,0.227545,False,False
False,260511.67,15.0,0.0,False,False
False,63.0,0.0,0.0,False,False
False,988992.73,58.0,0.0,False,False
False,331.3,0.0,0.0,False,False
False,328.57,0.0,0.0,False,False
False,675111.67,29.0,0.0,False,False
False,53.37,0.0,0.0,False,False
False,67.45,0.0,0.0,False,False
False,437653.97,45.0,0.0,False,False
False,304.57,0.0,0.0,False,False
False,189048.28,2.0,493.21,False,False
False,224570.15,0.0,0.0,False,False
False,328710.23,202.0,0.0,False,False
False,33.23,0.0,0.0,False,False
False,327030.83,0.0,0.0,False,False
False,326.65,0.0,0.0,False,False
False,9.28,0.0,0.0,False,False
False,139946.33,32.0,0.0,False,False
False,11417.1,0.0,0.0,False,False
False,323.28,0.0,0.0,False,False
False,65.42,0.0,0.0,False,False
False,482827.98,0.0,0.0,False,False
False,6.02,0.0,0.0,False,False
False,2.68,0.0,0.0,False,False
False,323.5,0.0,0.0,False,False
False,325.57,0.0,0.0,False,False
False,325.65,0.0,0.0,False,False
False,273057.78,0.0,0.0,False,False
False,6.1,0.0,0.0,False,False
False,466806.08,6.0,0.0,False,False
False,325.1,0.0,0.0,False,False
False,426687.28,24.0,0.0,False,False
False,11.82,0.0,0.0,False,False
False,894178.02,0.0,0.0,False,False
False,1274123.52,0.0,0.0,False,False
False,564285.68,0.0,0.0,False,False
False,19.08,0.0,0.0,False,False
False,31151.08,0.0,0.0,False,False
False,60500.77,0.0,0.0,False,False
False,200255.38,0.0,0.0,False,False
False,14221.27,0.0,0.0,False,False
False,205326.7,0.0,0.0,False,False
False,143883.58,0.0,0.0,False,False
False,671.3,0.0,0.0,False,False
False,66.62,0.0,0.0,False,False
False,312.37,0.0,0.0,False,False
False,10.28,0.0,0.0,False,False
False,1752475.73,105.0,0.0,False,False
False,7749.32,0.0,0.0,False,False
False,526602.15,0.0,0.0,False,False
False,323.42,0.0,0.0,False,False
False,283974.42,154.0,0.0,False,False
False,129192.1,0.0,0.0,False,False
False,218255.38,0.0,0.0,False,False
False,58.85,0.0,0.0,False,False
False,98249.23,0.0,0.0,False,False
False,256760.1,0.0,0.0,False,False
False,827091.28,0.0,0.0,False,False
False,69.72,0.0,0.0,False,False
False,813883.27,80.0,0.0,False,False
False,332140.85,22.0,0.0,False,False
False,71.27,0.0,0.0,False,False
False,201365.5,0.0,0.0,False,False
False,1905.92,0.0,0.0,False,False
False,5.75,0.0,0.0,False,False
False,314.98,0.0,0.0,False,False
False,564395.93,2.0,0.00992,False,False
False,1.33,0.0,0.0,False,False
False,552554.17,22.0,0.0,False,False
False,331.53,0.0,0.0,False,False
False,707906.55,24.0,0.0,False,False
False,317.83,0.0,0.0,False,False
False,146517.4,0.0,0.0,False,False
False,1627898.42,46.0,0.0,False,False
False,321.53,0.0,0.0,False,False
False,541976.25,61.0,0.0,False,False
False,3.92,0.0,0.0,False,False
False,73.42,0.0,0.0,False,False
False,51.77,0.0,0.0,False,False
False,309.73,0.0,0.0,False,False
False,328.42,0.0,0.0,False,False
False,323.08,0.0,0.0,False,False
False,9.97,0.0,0.0,False,False
False,54.97,0.0,0.0,False,False
False,321.82,0.0,0.0,False,False
False,322.12,0.0,0.0,False,False
False,694915.02,0.0,0.0,False,False
False,323.78,0.0,0.0,False,False
False,78297.17,0.0,0.0,False,False
False,119956.72,4.0,0.0,False,False
False,315510.1,0.0,0.0,False,False
False,3.32,0.0,0.0,False,False
False,29336.65,0.0,0.0,False,False
False,306.57,0.0,0.0,False,False
False,63.95,0.0,0.0,False,False
False,51.17,0.0,0.0,False,False
False,88332.33,0.0,0.0,False,False
False,463984.88,0.0,0.0,False,False
False,222609.43,6.0,1e-06,False,False
False,450980.83,19.0,2.118259,False,False
False,511085.87,102.0,0.0,False,False
False,334048.45,0.0,0.0,False,False
False,9.77,0.0,0.0,False,False
False,45802.85,0.0,0.0,False,False
False,137599.07,0.0,0.0,False,False
False,326.03,0.0,0.0,False,False
False,883.77,0.0,0.0,False,False
False,315.67,0.0,0.0,False,False
False,323.5,0.0,0.0,False,False
False,80135.78,3.0,77.142815,False,False
False,4.68,0.0,0.0,False,False
False,14.88,0.0,0.0,False,False
False,78283.67,0.0,0.0,False,False
False,33877.23,0.0,0.0,False,False
False,16590.25,0.0,0.0,False,False
False,481360.63,0.0,0.0,False,False
False,1054686.55,2280.0,0.0,False,False
False,309.45,0.0,0.0,False,False
False,2.75,0.0,0.0,False,False
False,871107.25,129.0,0.0,False,False
False,1007381.3,178.0,0.0,False,False
False,760443.15,0.0,0.0,False,False
False,259001.92,0.0,0.0,False,False
False,393503.18,20.0,0.0,False,False
False,12834.0,0.0,0.0,False,False
False,243074.38,0.0,0.0,False,False
False,850453.92,7.0,0.0,False,False
False,307865.4,48.0,0.0,False,False
False,70.13,0.0,0.0,False,False
False,27416.8,0.0,0.0,False,False
False,139137.23,0.0,0.0,False,False
False,321.88,0.0,0.0,False,False
False,314.18,0.0,0.0,False,False
False,406.42,0.0,0.0,False,False
False,323.37,0.0,0.0,False,False
False,325.83,0.0,0.0,False,False
False,327.37,0.0,0.0,False,False
False,132455.72,0.0,0.0,False,False
False,54651.8,0.0,0.0,False,False
False,146465.48,54.0,0.0,False,False
False,60.48,0.0,0.0,False,False
False,45.8,0.0,0.0,False,False
False,325.23,0.0,0.0,False,False
False,45.7,0.0,0.0,False,False
False,323.22,0.0,0.0,False,False
False,326.3,0.0,0.0,False,False
False,166619.4,0.0,0.0,False,False
False,1.87,0.0,0.0,False,False
False,13.15,0.0,0.0,False,False
False,510841.27,46.0,0.0,False,False
False,225889.9,0.0,0.0,False,False
False,233413.0,0.0,0.0,False,False
False,410.37,0.0,0.0,False,False
False,30136.37,0.0,0.0,False,False
False,137372.8,0.0,0.0,False,False
False,484436.53,0.0,0.0,False,False
False,66.78,0.0,0.0,False,False
False,29421.6,0.0,0.0,False,False
False,98.15,0.0,0.0,False,False
False,64.95,0.0,0.0,False,False
False,1010752.82,0.0,0.0,False,False
False,164848.47,0.0,0.0,False,False
False,329.18,0.0,0.0,False,False
False,74.05,0.0,0.0,False,False
False,62.87,0.0,0.0,False,False
False,539141.38,5.0,5.0,False,False
False,7.88,0.0,0.0,False,False
False,196.93,0.0,0.0,False,False
False,597204.92,0.0,0.0,False,False
False,11.62,0.0,0.0,False,False
False,118075.02,0.0,0.0,False,False
False,322.95,0.0,0.0,False,False
False,2395.62,0.0,0.0,False,False
False,746162.05,0.0,0.0,False,False
False,327.67,0.0,0.0,False,False
False,5.92,0.0,0.0,False,False
False,5.47,0.0,0.0,False,False
False,52280.37,0.0,0.0,False,False
False,153433.95,0.0,0.0,False,False
False,946736.93,15.0,0.0,False,False
False,29120.35,0.0,0.0,False,False
False,97.33,0.0,0.0,False,False
False,68.3,0.0,0.0,False,False
False,8357.73,0.0,0.0,False,False
False,198.78,0.0,0.0,False,False
False,761625.25,10.0,0.0,False,False
False,790743.55,0.0,0.0,False,False
False,658.08,0.0,0.0,False,False
False,204993.97,0.0,0.0,False,False
False,19466.22,0.0,0.0,False,False
False,6494.37,0.0,0.0,False,False
False,76.57,0.0,0.0,False,False
False,636611.42,0.0,0.0,False,False
False,15.08,0.0,0.0,False,False
False,77675.92,0.0,0.0,False,False
False,69.98,0.0,0.0,False,False
False,7458.8,0.0,0.0,False,False
False,331.07,0.0,0.0,False,False
False,76924.9,0.0,0.0,False,False
False,271639.03,0.0,0.0,False,False
False,6604.78,0.0,0.0,False,False
False,0.0,0.0,0.0,False,False
False,312029.88,0.0,0.0,False,False
False,456852.83,119.0,0.0,False,False
False,9.42,0.0,0.0,False,False
False,651150.63,45.0,0.0,False,False
False,388064.4,24.0,0.0,False,False
False,292991.27,5.0,0.0,False,False
False,1010558.57,0.0,0.0,False,False
False,73.22,0.0,0.0,False,False
False,201.07,0.0,0.0,False,False
False,323.55,0.0,0.0,False,False
False,5.32,0.0,0.0,False,False
False,311.78,0.0,0.0,False,False
False,38652.25,0.0,0.0,False,False
False,327.12,0.0,0.0,False,False
False,2461.72,0.0,0.0,False,False
False,69.38,0.0,0.0,False,False
False,176.63,0.0,0.0,False,False
False,337584.42,0.0,0.0,False,False
False,24023.1,0.0,0.0,False,False
False,322.5,0.0,0.0,False,False
False,1070765.23,3.0,0.0,False,False
False,398177.53,0.0,0.0,False,False
False,322.55,0.0,0.0,False,False
False,788488.35,12.0,0.0,False,False
False,1125655.83,94.0,0.0,False,False
False,93022.78,0.0,0.0,False,False
False,321.82,0.0,0.0,False,False
False,111598.48,0.0,0.0,False,False
False,436582.98,0.0,0.0,False,False
False,412392.97,0.0,0.0,False,False
False,34466.9,0.0,0.0,False,False
False,101857.85,0.0,0.0,False,False
False,239827.12,746.0,0.0,False,False
False,63.68,0.0,0.0,False,False
False,6.1,0.0,0.0,False,False
False,326.25,0.0,0.0,False,False
False,297857.55,43.0,0.0,False,False
False,50.75,0.0,0.0,False,False
False,325.22,0.0,0.0,False,False
False,629.68,0.0,0.0,False,False
False,747555.38,4.0,3.080498,False,False
False,456172.42,0.0,0.0,False,False
False,908779.07,0.0,0.0,False,False
False,28.67,0.0,0.0,False,False
False,325.43,0.0,0.0,False,False
False,134012.18,0.0,0.0,False,False
False,424540.5,0.0,0.0,False,False
False,1929.48,0.0,0.0,False,False
False,100.23,0.0,0.0,False,False
False,697603.9,0.0,0.0,False,False
False,163619.77,0.0,0.0,False,False
False,8.97,0.0,0.0,False,False
False,690486.32,10.0,0.0,False,False
False,323.83,0.0,0.0,False,False
False,418039.63,17.0,1.0,False,False
False,66.47,0.0,0.0,False,False
False,85.88,0.0,0.0,False,False
False,0.0,0.0,0.0,False,False
False,323.08,0.0,0.0,False,False
False,807524.02,740.0,0.0,False,False
False,324.63,0.0,0.0,False,False
False,318.15,0.0,0.0,False,False
False,2207.57,0.0,0.0,False,False
False,324.85,0.0,0.0,False,False
False,330.65,0.0,0.0,False,False
False,5.37,0.0,0.0,False,False
False,141459.5,30.0,0.0,False,False
False,26.9,0.0,0.0,False,False
False,78.88,0.0,0.0,False,False
False,1.37,0.0,0.0,False,False
False,9.63,0.0,0.0,False,False
False,5.72,0.0,0.0,False,False
False,288147.18,0.0,0.0,False,False
False,8.92,0.0,0.0,False,False
False,325.53,0.0,0.0,False,False
False,96419.53,0.0,0.0,False,False
False,315.2,0.0,0.0,False,False
False,330.47,0.0,0.0,False,False
False,259527.03,0.0,0.0,False,False
False,69.57,0.0,0.0,False,False
False,1226718.08,0.0,0.0,False,False
False,66.52,0.0,0.0,False,False
False,1570626.52,53.0,0.0,False,False
False,60513.05,0.0,0.0,False,False
False,3.62,0.0,0.0,False,False
False,6.32,0.0,0.0,False,False
False,476826.85,4.0,0.416817,False,False
False,949090.93,0.0,0.0,False,False
False,261979.38,60.0,0.0,False,False
False,91629.55,2.0,462.21,False,False
False,494869.17,11.0,0.0,False,False
False,899900.58,72.0,0.0,False,False
False,11.13,0.0,0.0,False,False
False,818491.23,3266.0,0.0,False,False
False,15955.08,2.0,206.185906,False,False
False,15462.57,0.0,0.0,False,False
False,211.42,0.0,0.0,False,False
False,245270.3,0.0,0.0,False,False
False,312.5,0.0,0.0,False,False
False,19046.52,0.0,0.0,False,False
False,682571.43,0.0,0.0,False,False
False,996074.65,2.0,0.073301,False,False
False,687269.15,0.0,0.0,False,False
False,153568.08,0.0,0.0,False,False
False,325.23,0.0,0.0,False,False
False,283684.25,10.0,0.0,False,False
False,22478.05,0.0,0.0,False,False
False,811712.75,0.0,0.0,False,False
False,312.55,0.0,0.0,False,False
False,70055.88,0.0,0.0,False,False
False,5.17,0.0,0.0,False,False
False,11.77,0.0,0.0,False,False
False,9.0,0.0,0.0,False,False
False,3765.13,0.0,0.0,False,False
False,379.13,0.0,0.0,False,False
False,127055.87,0.0,0.0,False,False
False,176811.93,0.0,0.0,False,False
False,71.92,0.0,0.0,False,False
False,311.68,0.0,0.0,False,False
False,3.72,0.0,0.0,False,False
False,231004.67,0.0,0.0,False,False
False,1295538.15,1097.0,0.0,False,False
False,340540.77,4.0,998.006912,False,False
False,11.4,0.0,0.0,False,False
False,363622.93,0.0,0.0,False,False
False,11.28,0.0,0.0,False,False
False,3615.4,4.0,0.0,False,False
False,19.55,0.0,0.0,False,False
False,1794671.48,77.0,0.0,False,False
False,750563.77,0.0,0.0,False,False
False,5.7,0.0,0.0,False,False
False,20971.6,0.0,0.0,False,False
False,67.88,0.0,0.0,False,False
False,10.48,0.0,0.0,False,False
False,47.32,0.0,0.0,False,False
False,974.25,0.0,0.0,False,False
False,14.87,0.0,0.0,False,False
False,229651.82,0.0,0.0,False,False
False,342098.38,0.0,0.0,False,False
False,467.77,0.0,0.0,False,False
False,5.62,0.0,0.0,False,False
False,40938.43,0.0,0.0,False,False
False,574144.57,3.0,0.056039,False,False
False,288.02,0.0,0.0,False,False
False,325.65,0.0,0.0,False,False
False,35041.07,0.0,0.0,False,False
False,245815.45,0.0,0.0,False,False
False,18744.68,0.0,0.0,False,False
False,328.53,0.0,0.0,False,False
False,5.1,0.0,0.0,False,False
False,324.37,0.0,0.0,False,False
False,76.25,0.0,0.0,False,False
False,512418.98,82.0,0.0,False,False
False,6.32,0.0,0.0,False,False
False,51.85,0.0,0.0,False,False
False,65.4,0.0,0.0,False,False
False,815513.72,0.0,0.0,False,False
False,44999.98,0.0,0.0,False,False
False,27078.93,0.0,0.0,False,False
False,5.08,0.0,0.0,False,False
False,327.13,0.0,0.0,False,False
False,214063.48,15.0,9e-05,False,False
False,249309.23,838.0,0.0,False,False
False,507851.68,367.0,0.0,False,False
False,4.82,0.0,0.0,False,False
False,1018988.67,135.0,0.0,False,False
False,5.48,0.0,0.0,False,False
False,740337.58,2.0,0.395086,False,False
False,317.15,0.0,0.0,False,False
False,184387.9,33.0,0.0,False,False
False,618965.75,49.0,0.0,False,False
False,324.32,0.0,0.0,False,False
False,278217.7,5.0,0.0,False,False
False,145351.02,0.0,0.0,False,False
False,33163.98,0.0,0.0,False,False
False,137510.0,0.0,0.0,False,False
False,325.98,0.0,0.0,False,False
False,34480.37,41.0,0.0,False,False
False,273.17,0.0,0.0,False,False
False,37423.98,0.0,0.0,False,False
False,19464.45,0.0,0.0,False,False
False,60433.65,10000.0,0.0,False,False
False,437.97,0.0,0.0,False,False
False,420948.77,0.0,0.0,False,False
False,26.02,0.0,0.0,False,False
False,585477.82,0.0,0.0,False,False
False,361441.22,0.0,0.0,False,False
False,8.35,0.0,0.0,False,False
False,154339.92,0.0,0.0,False,False
False,358156.12,6.0,0.0,False,False
False,215965.8,10.0,0.0,False,False
False,8635.58,0.0,0.0,False,False
False,1.58,0.0,0.0,False,False
False,103668.65,0.0,0.0,False,False
False,226751.15,0.0,0.0,False,False
False,182.85,0.0,0.0,False,False
False,75.75,0.0,0.0,False,False
False,21.83,0.0,0.0,False,False
False,2.73,0.0,0.0,False,False
False,5.95,0.0,0.0,False,False
False,622342.07,13.0,0.0,False,False
False,327.38,0.0,0.0,False,False
False,300273.18,0.0,0.0,False,False
False,306421.78,0.0,0.0,False,False
False,692744.43,12.0,0.0,False,False
False,332.73,0.0,0.0,False,False
False,72.88,0.0,0.0,False,False
False,314010.37,0.0,0.0,False,False
False,898706.45,0.0,0.0,False,False
False,597088.8,11.0,0.0,False,False
False,62.72,0.0,0.0,False,False
False,263742.08,8.0,0.0,False,False
False,920276.75,0.0,0.0,False,False
False,328322.33,0.0,0.0,False,False
False,556207.33,124.0,0.0,False,False
False,63.8,0.0,0.0,False,False
False,1011246.63,0.0,0.0,False,False
False,74.55,0.0,0.0,False,False
False,333.38,0.0,0.0,False,False
False,88801.37,0.0,0.0,False,False
False,329.92,0.0,0.0,False,False
False,9.7,0.0,0.0,False,False
False,887485.73,0.0,0.0,False,False
False,314.92,0.0,0.0,False,False
False,330.08,0.0,0.0,False,False
False,9.72,0.0,0.0,False,False
False,68.47,0.0,0.0,False,False
False,327.55,0.0,0.0,False,False
False,2853.63,0.0,0.0,False,False
False,69.68,0.0,0.0,False,False
False,962301.18,98.0,0.0,False,False
False,112229.12,7.0,0.0,False,False
False,76400.45,0.0,0.0,False,False
False,1114801.93,99.0,0.0,False,False
False,330290.9,34.0,0.0,False,False
False,192361.32,0.0,0.0,False,False
False,184488.8,0.0,0.0,False,False
False,81173.75,0.0,0.0,False,False
False,815602.62,2.0,0.45226,False,False
False,325.73,0.0,0.0,False,False
False,385.6,0.0,0.0,False,False
False,71.13,0.0,0.0,False,False
False,60496.52,0.0,0.0,False,False
False,326.25,0.0,0.0,False,False
False,1257613.95,0.0,0.0,False,False
False,73.82,0.0,0.0,False,False
False,10.48,0.0,0.0,False,False
False,326.47,0.0,0.0,False,False
False,1590.68,0.0,0.0,False,False
False,50966.1,0.0,0.0,False,False
False,674009.0,0.0,0.0,False,False
False,325.48,0.0,0.0,False,False
False,258116.58,0.0,0.0,False,False
False,740334.43,2.0,0.93844,False,False
False,14937.3,0.0,0.0,False,False
False,346113.5,8.0,0.0,False,False
False,20.78,0.0,0.0,False,False
False,46.17,0.0,0.0,False,False
False,18.73,0.0,0.0,False,False
False,5.35,0.0,0.0,False,False
False,141053.67,19.0,0.0,False,False
False,568.07,0.0,0.0,False,False
False,129799.92,0.0,0.0,False,False
False,322522.95,13.0,0.0,False,False
False,2.4,0.0,0.0,False,False
False,332.77,0.0,0.0,False,False
False,751.2,0.0,0.0,False,False
False,55360.98,44.0,0.0,False,False
False,668995.4,0.0,0.0,False,False
False,738938.62,114.0,0.0,False,False
False,317.3,0.0,0.0,False,False
False,982426.5,269.0,0.0,False,False
False,56.32,0.0,0.0,False,False
False,2.6,0.0,0.0,False,False
False,7.35,0.0,0.0,False,False
False,541815.33,15.0,0.0,False,False
False,325.27,0.0,0.0,False,False
False,309.73,0.0,0.0,False,False
False,843497.63,31.0,0.0,False,False
False,49625.12,3.0,131.56,False,False
False,326.13,0.0,0.0,False,False
False,68.98,0.0,0.0,False,False
False,280.95,0.0,0.0,False,False
False,21.3,0.0,0.0,False,False
False,74.48,0.0,0.0,False,False
False,327.13,0.0,0.0,False,False
False,82787.32,0.0,0.0,False,False
False,498256.47,0.0,0.0,False,False
False,80594.87,3.0,0.299173,False,False
False,324.32,0.0,0.0,False,False
False,1028223.27,2.0,0.883954,False,False
False,5.7,0.0,0.0,False,False
False,9.42,0.0,0.0,False,False
False,793491.68,12.0,0.0,False,False
False,28.3,2.0,15.0,False,False
False,326.48,0.0,0.0,False,False
False,803222.32,12.0,0.0,False,False
False,66.82,0.0,0.0,False,False
False,55823.7,0.0,0.0,False,False
False,1012331.27,301.0,0.0,False,False
False,89.1,0.0,0.0,False,False
False,3.35,0.0,0.0,False,False
False,20.25,0.0,0.0,False,False
False,11.77,0.0,0.0,False,False
False,498256.47,0.0,0.0,False,False
False,80594.87,3.0,0.299173,False,False
False,324.32,0.0,0.0,False,False
False,1028223.27,2.0,0.883954,False,False
False,5.7,0.0,0.0,False,False
False,9.42,0.0,0.0,False,False
False,793491.68,12.0,0.0,False,False
False,28.3,2.0,15.0,False,False
False,326.48,0.0,0.0,False,False
False,803222.32,12.0,0.0,False,False
False,66.82,0.0,0.0,False,False
False,55823.7,0.0,0.0,False,False
False,1012331.27,301.0,0.0,False,False
False,89.1,0.0,0.0,False,False
False,3.35,0.0,0.0,False,False
False,20.25,0.0,0.0,False,False
False,11.77,0.0,0.0,False,False
False,988908.52,143.0,0.0,False,False
False,285115.22,0.0,0.0,False,False
False,5272.57,0.0,0.0,False,False
False,511290.38,36.0,0.0,False,False
False,304.58,0.0,0.0,False,False
False,9.63,0.0,0.0,False,False
False,8.25,0.0,0.0,False,False
False,70.13,0.0,0.0,False,False
False,286442.25,461.0,0.0,False,False
False,64843.1,0.0,0.0,False,False
False,3.52,0.0,0.0,False,False
False,6.9,0.0,0.0,False,False
False,328.15,0.0,0.0,False,False
False,19539.48,0.0,0.0,False,False
False,1.0,0.0,0.0,False,False
False,990.03,0.0,0.0,False,False
False,330.08,0.0,0.0,False,False
False,141602.6,0.0,0.0,False,False
False,1077405.07,18.0,0.0,False,False
False,1393223.92,31.0,0.0,False,False
False,1146326.33,10.0,0.0,False,False
False,303102.97,14.0,0.0,False,False
False,22.87,0.0,0.0,False,False
False,328.03,0.0,0.0,False,False
False,378138.72,10.0,0.0,False,False
False,321.7,0.0,0.0,False,False
False,9.03,0.0,0.0,False,False
False,218439.35,2.0,44.139924,False,False
False,325.48,0.0,0.0,False,False
False,859710.0,166.0,0.0,False,False
False,7.88,0.0,0.0,False,False
False,2.87,0.0,0.0,False,False
False,305.8,0.0,0.0,False,False
False,361103.55,0.0,0.0,False,False
False,5.8,0.0,0.0,False,False
False,672137.4,17.0,0.0,False,False
False,943339.32,107.0,0.0,False,False
False,920078.93,0.0,0.0,False,False
False,564120.9,19.0,0.0,False,False
False,276.62,0.0,0.0,False,False
False,73081.1,0.0,0.0,False,False
False,328.15,0.0,0.0,False,False
False,13.23,0.0,0.0,False,False
False,410650.88,0.0,0.0,False,False
False,18450.17,0.0,0.0,False,False
False,20400.7,0.0,0.0,False,False
False,83826.17,0.0,0.0,False,False
False,20.18,0.0,0.0,False,False
False,325.1,0.0,0.0,False,False
False,900000.88,0.0,0.0,False,False
False,1134563.5,229.0,0.0,False,False
False,43436.53,0.0,0.0,False,False
False,322.47,0.0,0.0,False,False
False,593349.17,57.0,0.0,False,False
False,364.87,0.0,0.0,False,False
False,66.87,0.0,0.0,False,False
False,118442.8,0.0,0.0,False,False
False,8.22,0.0,0.0,False,False
False,712311.78,0.0,0.0,False,False
False,53.6,0.0,0.0,False,False
False,1072012.07,42.0,0.0,False,False
False,34966.05,0.0,0.0,False,False
False,329.37,0.0,0.0,False,False
False,71.18,0.0,0.0,False,False
False,20.95,0.0,0.0,False,False
False,3188.0,0.0,0.0,False,False
False,318226.72,8.0,0.0,False,False
False,78586.13,0.0,0.0,False,False
False,76.63,0.0,0.0,False,False
False,332260.65,16.0,0.0,False,False
False,169660.38,10000.0,0.097338,False,False
False,322.12,0.0,0.0,False,False
False,8.67,0.0,0.0,False,False
False,49.32,0.0,0.0,False,False
False,168569.23,0.0,0.0,False,False
False,570913.38,0.0,0.0,False,False
False,66.47,0.0,0.0,False,False
False,8.72,0.0,0.0,False,False
False,71.38,0.0,0.0,False,False
False,725353.58,19.0,0.0,False,False
False,282885.17,8.0,0.075271,False,False
False,1355183.82,0.0,0.0,False,False
False,325.23,0.0,0.0,False,False
False,286741.15,0.0,0.0,False,False
False,26737.83,0.0,0.0,False,False
False,31454.52,0.0,0.0,False,False
False,7.98,0.0,0.0,False,False
False,70.65,0.0,0.0,False,False
False,327531.52,2.0,120.0,False,False
False,66.78,0.0,0.0,False,False
False,73.22,0.0,0.0,False,False
False,418136.47,0.0,0.0,False,False
False,76245.58,0.0,0.0,False,False
